sex,sat_v,sat_m,sat_sum,hs_gpa,fy_gpa
2.0,51.0,32.0,62.0,1.9195906445384026,0.0012454852694645524
1.0,56.0,44.0,54.0,2.0185945495963096,0.4862188994884491
1.0,55.0,31.0,53.0,1.904594961553812,0.00017945474246516824
1.0,49.0,72.0,109.0,3.9837108731269835,3.967939615249634
1.0,66.0,30.0,70.0,2.4211090326309206,3.2651712894439697
1.0,62.0,52.0,57.0,1.9937711074948312,0.0022738645784556866
2.0,53.0,70.0,143.0,3.9128100752830504,3.9997000694274902
1.0,70.0,69.0,118.0,3.9817617535591125,1.0432498455047607
2.0,56.0,40.0,95.0,1.9846068263053895,3.966745615005493
1.0,71.0,63.0,143.0,2.6224091947078705,2.6943888664245605
1.0,74.0,74.0,143.0,3.9853124976158147,3.788029670715332
2.0,44.0,75.0,135.0,3.970983242988587,3.8201282024383545
2.0,37.0,70.0,109.0,3.9999221086502077,3.998650074005127
1.0,66.0,31.0,54.0,3.2123397231101993,0.09149377048015594
2.0,58.0,33.0,64.0,1.804641695227474,0.0004278198175597936
1.0,76.0,71.0,138.0,3.9855857729911808,0.012559912167489529
2.0,71.0,75.0,76.0,3.995270395278931,1.0803520679473877
2.0,47.0,51.0,98.0,3.7855349540710455,3.9855096340179443
2.0,61.0,74.0,79.0,3.991827964782715,3.410723924636841
1.0,45.0,74.0,110.0,3.8724232792854307,3.4251537322998047
2.0,75.0,31.0,136.0,2.3571026027202606,3.7739925384521484
2.0,30.0,74.0,143.0,3.98352427482605,3.3788111209869385
1.0,25.0,30.0,55.0,1.971372623741627,3.3198211193084717
1.0,37.0,61.0,133.0,3.036879229545593,3.9819529056549072
2.0,62.0,73.0,66.0,3.9036758065223696,3.8191943168640137
1.0,58.0,77.0,143.0,3.9963935256004337,3.9116451740264893
1.0,56.0,42.0,96.0,1.801770631747786,2.849381446838379
1.0,70.0,76.0,138.0,3.9254596829414368,2.2207388877868652
1.0,76.0,77.0,144.0,3.9936121225357057,1.4273340702056885
1.0,70.0,62.0,132.0,3.4796409368515016,3.9951858520507812
1.0,73.0,74.0,129.0,1.9072178445756436,0.9703347682952881
1.0,25.0,30.0,76.0,1.8396810449659824,3.973921298980713
2.0,71.0,60.0,144.0,3.998009967803955,3.998934507369995
1.0,49.0,32.0,55.0,1.9924721807241441,3.183626174926758
1.0,66.0,30.0,57.0,2.2716157644987107,0.02586529031395912
2.0,64.0,60.0,106.0,3.4586751818656922,0.7468379735946655
1.0,42.0,61.0,122.0,3.6379405498504642,3.9363584518432617
2.0,24.0,32.0,123.0,2.3636578023433685,3.9301602840423584
1.0,52.0,69.0,126.0,3.860520458221436,0.2675592005252838
1.0,68.0,77.0,128.0,3.967313301563263,3.914693593978882
2.0,30.0,30.0,98.0,2.379004693031311,3.9942774772644043
1.0,35.0,75.0,133.0,3.99437792301178,3.60911226272583
1.0,25.0,65.0,134.0,3.2958447575569156,3.8395116329193115
2.0,40.0,74.0,65.0,3.976417672634125,3.9698486328125
2.0,44.0,62.0,134.0,3.9873739957809446,3.9842777252197266
2.0,69.0,75.0,123.0,3.8339684247970585,2.746185064315796
2.0,54.0,33.0,141.0,3.9199785709381105,3.9857311248779297
2.0,73.0,71.0,131.0,3.992913067340851,3.99874210357666
2.0,25.0,35.0,56.0,1.847081046923995,3.4864649772644043
1.0,68.0,65.0,143.0,3.9790578484535217,3.6938931941986084
1.0,71.0,76.0,138.0,3.9061723947525024,3.6745822429656982
1.0,71.0,44.0,104.0,1.993768173456192,3.9522318840026855
2.0,73.0,73.0,90.0,3.922797608375549,3.960752248764038
2.0,53.0,72.0,129.0,3.941033887863159,1.3582528829574585
1.0,57.0,76.0,143.0,3.991673624515534,3.8919517993927
1.0,40.0,42.0,97.0,1.9588203474879267,0.5943295359611511
1.0,76.0,68.0,121.0,3.167144250869751,3.7329771518707275
2.0,38.0,30.0,53.0,2.493034154176712,0.035685278475284576
2.0,64.0,45.0,68.0,3.5427779078483583,0.1027291864156723
2.0,73.0,49.0,125.0,2.837093490362167,3.513786792755127
2.0,75.0,77.0,56.0,2.522762948274613,0.4153731167316437
2.0,47.0,39.0,139.0,3.8831464529037474,3.9725263118743896
2.0,45.0,30.0,66.0,1.952200172841549,3.0899927616119385
2.0,59.0,76.0,134.0,3.956734764575958,3.989957332611084
1.0,76.0,58.0,94.0,3.9626799464225773,1.8264580965042114
2.0,24.0,35.0,72.0,3.725739312171936,3.9997177124023438
2.0,49.0,76.0,127.0,3.992940080165863,3.960106372833252
2.0,27.0,67.0,70.0,2.1849623918533325,3.8799471855163574
2.0,67.0,32.0,136.0,3.9099987745285034,2.061851978302002
1.0,75.0,76.0,133.0,3.7127764344215395,3.4176032543182373
1.0,60.0,48.0,99.0,3.9790164113044737,3.975837230682373
1.0,51.0,58.0,139.0,3.6225983142852787,3.6812491416931152
1.0,70.0,51.0,144.0,3.9998536586761473,3.964350938796997
1.0,61.0,35.0,55.0,2.9253889083862306,0.12327034026384354
2.0,73.0,71.0,122.0,3.810166454315186,3.103639841079712
1.0,26.0,32.0,55.0,1.8376288037747146,0.5580868721008301
1.0,71.0,76.0,143.0,3.8088733792304996,3.568030834197998
1.0,74.0,65.0,86.0,3.8758481383323673,3.982805013656616
1.0,75.0,64.0,103.0,2.8053179502487184,1.5975574254989624
2.0,72.0,66.0,65.0,3.2590165734291077,0.1477031260728836
2.0,67.0,77.0,142.0,3.7444388747215274,3.9960315227508545
2.0,69.0,35.0,67.0,3.970793759822846,1.6462699174880981
2.0,32.0,29.0,140.0,1.839235681667924,3.7951629161834717
2.0,49.0,63.0,143.0,3.4679753303527834,3.916048288345337
2.0,76.0,75.0,129.0,3.9726521372795105,3.938213348388672
1.0,24.0,36.0,141.0,1.9741455361247064,3.9984817504882812
2.0,72.0,63.0,140.0,3.9964097857475283,3.7272331714630127
1.0,39.0,76.0,139.0,3.993023478984833,3.9973230361938477
1.0,66.0,76.0,139.0,3.8573770046234133,2.647251844406128
1.0,32.0,29.0,53.0,1.800122757981444,8.475490903947502e-05
2.0,56.0,72.0,106.0,3.9874802112579344,3.9923646450042725
2.0,68.0,77.0,138.0,3.9993494629859923,3.91890025138855
2.0,42.0,32.0,64.0,2.383884769678116,3.7857959270477295
1.0,75.0,70.0,53.0,3.8735044479370115,1.8354207277297974
2.0,42.0,60.0,134.0,3.9599151968956,3.998581886291504
2.0,31.0,47.0,133.0,3.6268718481063846,3.6757450103759766
1.0,29.0,29.0,60.0,1.9342132948338986,3.988684892654419
2.0,59.0,43.0,137.0,2.0205244421958923,1.9421329498291016
2.0,51.0,32.0,99.0,3.9580671787261963,2.1138522624969482
2.0,68.0,76.0,127.0,3.9981657505035404,2.2312521934509277
2.0,38.0,67.0,144.0,3.99831759929657,3.996514081954956
1.0,65.0,57.0,68.0,1.9723873749375345,3.997875928878784
2.0,68.0,51.0,104.0,2.189746317267418,1.3831042051315308
1.0,47.0,49.0,55.0,1.8218762043863534,0.09964477270841599
2.0,49.0,76.0,142.0,3.9639999032020574,3.998802661895752
1.0,57.0,52.0,64.0,2.227060765028,2.9115188121795654
2.0,71.0,65.0,67.0,3.9976424098014833,2.061082601547241
1.0,74.0,67.0,116.0,3.5702014327049256,0.6319385170936584
2.0,75.0,72.0,96.0,2.0440044552087784,3.354130744934082
2.0,28.0,47.0,86.0,3.7499279856681826,3.995072603225708
2.0,63.0,71.0,132.0,3.9590412139892583,3.9957435131073
1.0,71.0,34.0,55.0,2.0909886747598647,3.6357674598693848
1.0,60.0,34.0,105.0,2.902169680595398,3.531402826309204
1.0,58.0,76.0,123.0,3.952176022529602,3.9672038555145264
2.0,45.0,77.0,144.0,3.99941371679306,3.9976158142089844
2.0,33.0,73.0,140.0,2.522716921567917,3.9992620944976807
1.0,24.0,56.0,132.0,3.867422890663147,0.9439975619316101
2.0,60.0,59.0,135.0,1.974962018430233,1.4276841878890991
1.0,69.0,76.0,141.0,3.9867856144905094,3.022510528564453
1.0,75.0,63.0,62.0,2.7483192503452303,3.54217267036438
2.0,38.0,74.0,125.0,1.9032981738448143,0.016865402460098267
1.0,72.0,34.0,140.0,2.6878242909908296,3.975764274597168
1.0,60.0,74.0,141.0,3.999401652812958,3.9945290088653564
2.0,34.0,30.0,59.0,2.000147593021393,3.9920806884765625
2.0,51.0,31.0,130.0,3.967871916294098,3.5165412425994873
2.0,33.0,30.0,55.0,3.898193907737732,2.716608762741089
2.0,60.0,77.0,143.0,3.9963794946670532,3.975480556488037
1.0,44.0,48.0,124.0,2.674067747592926,1.473665475845337
2.0,47.0,76.0,143.0,3.9939453244209293,3.395254611968994
2.0,39.0,57.0,77.0,3.9915963888168333,2.171093702316284
1.0,31.0,32.0,58.0,1.8014029026613572,0.29412269592285156
2.0,47.0,43.0,144.0,2.0489427700638774,3.792178153991699
1.0,51.0,53.0,143.0,3.465748739242554,3.992462635040283
1.0,70.0,71.0,134.0,3.4052914142608643,1.1818647384643555
1.0,72.0,77.0,144.0,3.9998353004455565,3.9705421924591064
1.0,74.0,75.0,137.0,3.9782756567001343,3.99851131439209
1.0,67.0,74.0,125.0,3.8807880759239195,3.3271729946136475
2.0,25.0,65.0,109.0,3.1822360277175905,3.9892172813415527
1.0,56.0,43.0,91.0,3.4187246561050415,1.0841012001037598
1.0,74.0,61.0,110.0,3.2345319390296936,1.751387596130371
2.0,25.0,45.0,129.0,3.9249355554580694,3.994243860244751
2.0,72.0,76.0,136.0,3.9982874393463135,3.9962997436523438
2.0,32.0,75.0,65.0,3.998973250389099,3.4048540592193604
2.0,31.0,71.0,134.0,3.668624758720398,3.9804446697235107
2.0,28.0,47.0,93.0,3.8447048425674444,3.992154359817505
2.0,27.0,63.0,100.0,3.993589174747467,3.7771472930908203
2.0,30.0,73.0,101.0,3.025901663303375,3.1055333614349365
2.0,74.0,75.0,137.0,3.8841022610664373,3.722235679626465
2.0,47.0,69.0,141.0,3.797728228569031,3.9928197860717773
1.0,59.0,63.0,133.0,3.796661221981049,1.3453874588012695
2.0,39.0,34.0,63.0,3.991957128047943,1.671073079109192
1.0,70.0,63.0,143.0,3.258020901679993,2.5585200786590576
1.0,49.0,62.0,115.0,3.9835878729820253,1.1382982730865479
1.0,32.0,30.0,74.0,2.2049364745616913,0.11673703044652939
2.0,73.0,77.0,144.0,3.9968105196952823,3.999934196472168
2.0,27.0,36.0,136.0,2.740196716785431,3.99621844291687
1.0,74.0,73.0,95.0,2.8898941218853,0.013400515541434288
2.0,63.0,59.0,90.0,3.6021393775939945,0.7414553761482239
1.0,61.0,29.0,54.0,3.8041546583175663,2.7050940990448
1.0,55.0,39.0,111.0,2.5659847140312197,1.3207563161849976
2.0,73.0,44.0,59.0,3.6830817341804507,1.5781505107879639
2.0,73.0,39.0,121.0,3.762529337406159,3.692796468734741
2.0,50.0,75.0,102.0,2.4622756600379945,3.9566404819488525
2.0,32.0,53.0,142.0,3.101399230957031,3.6891872882843018
2.0,72.0,56.0,87.0,3.9661927938461305,3.6209707260131836
1.0,68.0,62.0,56.0,1.8707539565861226,1.1331654787063599
1.0,28.0,31.0,71.0,2.5637239634990694,1.3463352918624878
1.0,65.0,75.0,144.0,3.3506981015205386,3.9714016914367676
2.0,48.0,69.0,110.0,3.963292717933655,1.5657451152801514
2.0,34.0,33.0,53.0,2.9733865022659303,3.931793451309204
2.0,44.0,45.0,141.0,2.7706530869007113,3.9779908657073975
1.0,69.0,72.0,142.0,3.999820876121521,3.8367249965667725
2.0,34.0,69.0,132.0,3.9504744768142706,1.1353589296340942
1.0,36.0,72.0,59.0,3.994361007213593,2.6131672859191895
2.0,25.0,65.0,90.0,3.698518252372742,3.9646472930908203
1.0,58.0,68.0,108.0,3.9234777808189394,0.2765842080116272
1.0,59.0,71.0,104.0,3.7570897936820984,1.558613896369934
2.0,76.0,57.0,107.0,3.597592437267304,3.6447160243988037
2.0,76.0,31.0,81.0,2.623080122470856,0.000505156465806067
2.0,27.0,50.0,139.0,3.853508400917053,3.9792566299438477
1.0,76.0,54.0,143.0,3.996873068809509,3.85866379737854
1.0,69.0,39.0,100.0,2.129886192083359,3.9504218101501465
2.0,31.0,63.0,92.0,3.9906543493270874,3.990119695663452
1.0,70.0,33.0,53.0,2.1066406071186066,0.02915542759001255
2.0,41.0,75.0,137.0,3.90346691608429,3.520580530166626
2.0,38.0,29.0,61.0,3.096887695789337,3.7377095222473145
1.0,41.0,51.0,93.0,3.282258224487305,2.647172689437866
2.0,69.0,72.0,142.0,3.990973258018494,3.996304988861084
2.0,61.0,71.0,113.0,3.996131658554077,3.9296388626098633
1.0,68.0,76.0,143.0,3.9742967724800113,3.888190984725952
2.0,72.0,54.0,142.0,3.9878480315208433,3.9455368518829346
1.0,34.0,31.0,56.0,1.8384366028010846,1.3662514686584473
2.0,29.0,30.0,61.0,1.8111818620003761,3.6375985145568848
2.0,40.0,29.0,68.0,1.8079335595481099,0.07586928457021713
1.0,66.0,60.0,106.0,3.732358503341675,1.8192803859710693
2.0,75.0,60.0,105.0,3.9594241142272955,3.884769916534424
2.0,48.0,74.0,93.0,2.6166430056095127,2.189836263656616
2.0,52.0,43.0,55.0,3.697207081317902,3.3667454719543457
2.0,52.0,31.0,129.0,1.8213509561493992,3.6084864139556885
2.0,42.0,51.0,138.0,3.892116153240204,3.5186398029327393
1.0,51.0,64.0,141.0,3.9998295307159424,3.996187925338745
2.0,71.0,30.0,56.0,1.9119090363383293,3.2595717906951904
2.0,73.0,37.0,143.0,3.3951446890830996,3.52016544342041
2.0,43.0,72.0,135.0,3.952801907062531,3.8945131301879883
2.0,62.0,71.0,94.0,3.4737556815147403,3.9908347129821777
2.0,73.0,77.0,144.0,3.9994032263755797,3.997452974319458
1.0,59.0,76.0,141.0,3.961829042434693,3.926011085510254
1.0,42.0,73.0,140.0,3.992098486423493,3.8210372924804688
2.0,32.0,64.0,113.0,3.8369681596755987,3.9827284812927246
1.0,69.0,36.0,53.0,3.5061368465423586,0.05061247572302818
1.0,70.0,47.0,106.0,1.9904194518923761,0.8617631196975708
2.0,75.0,76.0,141.0,3.9984108328819277,1.9876924753189087
2.0,73.0,69.0,141.0,3.981491494178772,3.391150951385498
2.0,73.0,36.0,68.0,2.2422120422124863,3.886758804321289
2.0,43.0,77.0,138.0,3.9999373197555546,3.994887113571167
1.0,72.0,77.0,143.0,3.9857014298439024,3.61710524559021
2.0,26.0,32.0,68.0,1.9085967116057874,0.7903451323509216
1.0,59.0,60.0,95.0,3.979263722896576,3.9599521160125732
2.0,57.0,31.0,61.0,3.8789964437484743,3.9954166412353516
1.0,72.0,39.0,53.0,1.9139314331114292,0.0006770688341930509
2.0,44.0,73.0,137.0,3.998817336559296,3.9948081970214844
2.0,59.0,60.0,81.0,3.998999083042145,3.9678826332092285
